interaction_id,user_id,product_id,event_type,timestamp,affinity_score,long_horizon_signal,long_horizon_observed_date,days_since_last_purchase_at_time
8977,422,179,view,2026-04-03 00:00:33,1.8397,,,-1
8978,422,96,view,2026-04-05 00:00:14,-0.3749,,,-1
8979,422,174,view,2026-05-19 00:00:21,1.4188,,,-1
8980,423,234,view,2026-03-12 00:00:33,-0.3408,,,-1
8981,423,44,view,2026-03-22 00:00:38,3.1122,,,-1
8982,423,49,view,2026-03-22 00:00:50,0.4059,,,-1
8983,423,48,view,2026-04-09 00:00:21,0.0778,,,-1
8984,423,287,view,2026-04-11 00:00:13,0.6476,,,-1
8985,423,81,view,2026-04-17 00:00:20,0.1345,,,-1
8986,423,285,view,2026-05-05 00:00:00,0.2773,,,-1
8987,423,132,view,2026-05-14 00:00:43,0.8516,,,-1
8988,423,277,view,2026-05-26 00:00:48,2.3634,,,-1
8989,423,277,click,2026-05-26 00:09:26,2.3634,,,-1
8990,423,46,view,2026-06-16 00:00:01,-0.5435,,,-1
8991,423,52,view,2026-06-19 00:00:58,0.3687,,,-1
8992,423,129,view,2026-06-21 00:00:49,1.2335,,,-1
8993,423,129,click,2026-06-21 00:28:28,1.2335,,,-1
8994,423,235,view,2026-07-03 00:00:03,-0.1022,,,-1
8995,424,101,view,2026-03-17 00:00:38,0.3286,,,-1
8996,424,200,view,2026-03-23 00:00:46,2.5421,,,-1
8997,424,200,cart,2026-03-23 00:12:04,2.5421,,,-1
8998,424,200,click,2026-03-23 00:25:04,2.5421,,,-1
8999,424,4,view,2026-03-27 00:00:25,-0.3326,,,-1
9000,424,298,view,2026-03-30 00:00:25,0.8637,,,-1
9001,424,222,view,2026-04-13 00:00:56,-0.3181,,,-1
9002,424,87,view,2026-04-17 00:00:24,1.6155,,,-1
9003,424,220,view,2026-04-18 00:00:15,-1.3459,,,-1
9004,424,120,view,2026-04-28 00:00:26,-1.5268,,,-1
9005,424,123,view,2026-04-29 00:00:25,-0.5207,,,-1
9006,424,42,view,2026-05-05 00:00:18,1.6307,,,-1
9007,424,262,view,2026-05-06 00:00:01,1.244,,,-1
9008,424,214,view,2026-05-24 00:00:38,1.4313,,,-1
9009,424,199,view,2026-05-27 00:00:10,1.1826,,,-1
9010,424,66,view,2026-06-08 00:00:46,-0.469,,,-1
9011,424,195,view,2026-06-09 00:00:44,2.4662,,,-1
9012,424,172,view,2026-06-22 00:00:45,0.3559,,,-1
9013,424,184,view,2026-06-23 00:00:28,1.1082,,,-1
9014,424,184,click,2026-06-23 00:07:14,1.1082,,,-1
9015,424,184,cart,2026-06-23 01:08:01,1.1082,,,-1
9016,425,266,view,2025-03-17 00:00:57,-0.0957,,,-1
9017,425,243,view,2025-03-28 00:00:20,-0.4972,,,-1
9018,425,238,view,2025-04-07 00:00:43,-1.698,,,-1
9019,425,238,click,2025-04-07 00:11:17,-1.698,,,-1
9020,425,248,view,2025-05-25 00:00:55,1.2728,,,-1
9021,425,122,view,2025-07-13 00:00:44,1.0978,,,-1
9022,425,122,click,2025-07-13 00:01:01,1.0978,,,-1
9023,425,135,view,2025-07-17 00:00:49,-0.7507,,,-1
9024,425,127,view,2025-08-29 00:00:48,1.4588,,,-1
9025,425,59,view,2025-10-13 00:00:42,1.6598,,,-1
9026,425,105,view,2025-12-20 00:00:02,0.8161,,,-1
9027,425,282,view,2025-12-31 00:00:19,0.1616,,,-1
9028,425,286,view,2026-03-01 00:00:01,1.9803,,,-1
9029,425,256,view,2026-04-28 00:00:13,0.4493,,,-1
9030,425,124,view,2026-05-05 00:00:20,0.0855,,,-1
9031,425,60,view,2026-06-03 00:00:27,0.7788,,,-1
9032,425,260,view,2026-06-29 00:00:32,0.1792,,,-1
9033,426,294,view,2025-07-20 00:00:35,0.003,,,-1
9034,426,20,view,2025-07-30 00:00:19,1.0853,,,-1
9035,426,289,view,2025-08-01 00:00:50,0.7599,,,-1
9036,426,259,view,2025-08-07 00:00:33,-0.5016,,,-1
9037,426,201,view,2025-09-09 00:00:04,-0.4025,,,-1
9038,426,152,view,2025-10-01 00:00:06,0.2073,,,-1
9039,426,47,view,2025-10-03 00:00:26,-0.7028,,,-1
9040,426,212,view,2025-10-13 00:00:35,1.2096,,,-1
9041,426,129,view,2025-10-19 00:00:11,-1.3377,,,-1
9042,426,123,view,2025-10-29 00:00:46,0.6093,,,-1
9043,426,157,view,2025-11-23 00:00:21,0.8851,,,-1
9044,426,135,view,2025-12-07 00:00:34,-0.0094,,,-1
9045,426,298,view,2026-01-16 00:00:40,1.6543,,,-1
9046,426,229,view,2026-01-31 00:00:44,-1.2834,,,-1
9047,426,72,view,2026-02-07 00:00:59,1.0313,,,-1
9048,426,242,view,2026-04-06 00:00:32,1.0723,,,-1
9049,426,242,click,2026-04-06 00:17:32,1.0723,,,-1
9050,426,63,view,2026-04-12 00:00:24,0.4277,,,-1
9051,426,195,view,2026-04-24 00:00:50,2.3089,,,-1
9052,426,94,view,2026-05-08 00:00:25,0.0093,,,-1
9053,426,61,view,2026-05-19 00:00:21,-0.2564,,,-1
9054,426,216,view,2026-06-13 00:00:44,0.9831,,,-1
9055,426,216,click,2026-06-13 00:08:40,0.9831,,,-1
9056,427,280,view,2026-07-06 00:00:08,0.9613,,,-1
9057,427,215,view,2026-07-06 00:00:11,1.2441,,,-1
9058,427,81,view,2026-07-06 00:00:11,1.1451,,,-1
9059,427,131,view,2026-07-06 00:00:11,-0.1246,,,-1
9060,427,149,view,2026-07-06 00:00:15,-0.3846,,,-1
9061,427,76,view,2026-07-06 00:00:17,0.3226,,,-1
9062,427,2,view,2026-07-06 00:00:18,0.8505,,,-1
9063,427,166,view,2026-07-06 00:00:18,-0.1882,,,-1
9064,427,229,view,2026-07-06 00:00:28,-0.7166,,,-1
9065,427,67,view,2026-07-06 00:00:33,1.9778,,,-1
9066,427,156,view,2026-07-06 00:00:36,1.2075,,,-1
9067,427,181,view,2026-07-06 00:00:46,-0.732,,,-1
9068,427,180,view,2026-07-06 00:00:50,1.1669,,,-1
9069,427,91,view,2026-07-06 00:00:50,-0.7323,,,-1
9070,427,243,view,2026-07-06 00:00:52,0.8415,,,-1
9071,427,204,view,2026-07-06 00:00:57,1.8406,,,-1
9072,427,81,click,2026-07-06 00:04:46,1.1451,,,-1
9073,427,280,click,2026-07-06 00:06:21,0.9613,,,-1
9074,427,204,click,2026-07-06 00:06:33,1.8406,,,-1
9075,427,131,click,2026-07-06 00:25:33,-0.1246,,,-1
9076,427,204,cart,2026-07-06 00:50:48,1.8406,,,-1
9077,428,91,view,2025-05-10 00:00:30,1.5515,,,-1
9078,428,91,click,2025-05-10 00:02:39,1.5515,,,-1
9079,428,60,view,2025-05-17 00:00:26,0.4588,,,-1
9080,428,51,view,2025-05-25 00:00:25,-0.6108,,,-1
9081,428,98,view,2025-05-27 00:00:52,0.872,,,-1
9082,428,148,view,2025-07-26 00:00:21,3.1137,,,-1
9083,428,148,click,2025-07-26 00:13:51,3.1137,,,-1
9084,428,148,cart,2025-07-26 00:39:13,3.1137,,,-1
9085,428,40,view,2025-08-21 00:00:29,1.425,,,-1
9086,428,40,click,2025-08-21 00:28:02,1.425,,,-1
9087,428,70,view,2025-09-03 00:00:45,-1.1095,,,-1
9088,428,229,view,2025-09-17 00:00:04,0.4855,,,-1
9089,428,103,view,2025-09-28 00:00:54,0.4995,,,-1
9090,428,151,view,2026-02-15 00:00:00,-1.6367,,,-1
9091,428,48,view,2026-03-10 00:00:51,0.6346,,,-1
9092,428,17,view,2026-05-09 00:00:47,0.7961,,,-1
9093,428,212,view,2026-07-02 00:00:00,2.5646,,,-1
9094,428,10,view,2026-07-02 00:00:35,-0.2714,,,-1
9095,428,212,click,2026-07-02 00:25:30,2.5646,,,-1
9096,428,212,cart,2026-07-02 00:48:18,2.5646,,,-1
9097,428,212,purchase,2026-07-03 13:08:50,2.5646,0.913,2026-08-13,-1
9098,429,78,view,2026-01-14 00:00:28,2.158,,,-1
9099,429,78,click,2026-01-14 00:28:44,2.158,,,-1
9100,429,90,view,2026-01-17 00:00:18,-0.4718,,,-1
9101,429,105,view,2026-01-21 00:00:31,0.2581,,,-1
9102,429,247,view,2026-02-15 00:00:08,0.5293,,,-1
9103,429,11,view,2026-02-18 00:00:38,0.8979,,,-1
9104,429,154,view,2026-02-26 00:00:06,-0.1569,,,-1
9105,429,37,view,2026-02-26 00:00:36,2.5695,,,-1
9106,429,150,view,2026-04-18 00:00:22,1.3193,,,-1
9107,429,267,view,2026-04-22 00:00:47,-0.8116,,,-1
9108,429,7,view,2026-05-15 00:00:50,-1.4392,,,-1
9109,429,236,view,2026-05-22 00:00:30,-1.5105,,,-1
9110,429,59,view,2026-05-26 00:00:11,0.4851,,,-1
9111,429,250,view,2026-06-09 00:00:25,0.9902,,,-1
9112,429,163,view,2026-06-14 00:00:26,1.7897,,,-1
9113,429,171,view,2026-06-18 00:00:39,0.4133,,,-1
9114,429,151,view,2026-06-28 00:00:43,-0.8998,,,-1
9115,430,234,view,2026-02-02 00:00:04,0.6123,,,-1
9116,430,107,view,2026-02-03 00:00:16,0.1481,,,-1
9117,430,229,view,2026-02-04 00:00:35,-0.3288,,,-1
9118,430,257,view,2026-02-14 00:00:35,0.1624,,,-1
9119,430,124,view,2026-02-17 00:00:56,0.0806,,,-1
9120,430,179,view,2026-03-05 00:00:19,1.5399,,,-1
9121,430,211,view,2026-03-05 00:00:59,-0.6113,,,-1
9122,430,249,view,2026-03-08 00:00:53,-0.5885,,,-1
9123,430,155,view,2026-03-13 00:00:25,-1.0203,,,-1
9124,430,110,view,2026-03-17 00:00:42,-0.574,,,-1
9125,430,46,view,2026-04-02 00:00:28,0.8052,,,-1
9126,430,46,click,2026-04-02 00:07:25,0.8052,,,-1
9127,430,245,view,2026-04-13 00:00:48,1.592,,,-1
9128,430,264,view,2026-04-23 00:00:02,1.1376,,,-1
9129,430,65,view,2026-04-28 00:00:08,2.2912,,,-1
9130,430,183,view,2026-04-28 00:00:21,0.0832,,,-1
9131,430,84,view,2026-04-30 00:00:14,-0.0575,,,-1
9132,430,129,view,2026-05-12 00:00:33,2.209,,,-1
9133,430,138,view,2026-05-14 00:00:08,2.103,,,-1
9134,430,138,click,2026-05-14 00:24:40,2.103,,,-1
9135,430,86,view,2026-05-28 00:00:36,-0.0334,,,-1
9136,430,100,view,2026-05-29 00:00:37,-0.457,,,-1
9137,430,15,view,2026-05-30 00:00:40,0.9918,,,-1
9138,430,34,view,2026-06-08 00:00:11,0.1285,,,-1
9139,430,90,view,2026-06-17 00:00:22,1.0323,,,-1
9140,430,186,view,2026-06-21 00:00:17,0.1814,,,-1
9141,431,96,view,2025-10-15 00:00:53,0.0146,,,-1
9142,431,107,view,2025-10-16 00:00:14,1.8998,,,-1
9143,431,107,click,2025-10-16 00:20:09,1.8998,,,-1
9144,431,107,cart,2025-10-16 01:28:17,1.8998,,,-1
9145,431,84,view,2025-10-22 00:00:42,0.6053,,,-1
9146,431,41,view,2025-11-08 00:00:11,-0.3437,,,-1
9147,431,55,view,2025-11-08 00:00:17,0.4775,,,-1
9148,431,42,view,2025-11-12 00:00:58,0.1041,,,-1
9149,431,259,view,2025-11-15 00:00:04,2.239,,,-1
9150,431,259,click,2025-11-15 00:21:16,2.239,,,-1
9151,431,129,view,2025-11-20 00:00:47,-0.1378,,,-1
9152,431,247,view,2025-11-27 00:00:14,0.0517,,,-1
9153,431,24,view,2025-12-05 00:00:55,-2.0398,,,-1
9154,431,99,view,2025-12-19 00:00:29,0.3759,,,-1
9155,431,80,view,2026-01-19 00:00:11,0.1336,,,-1
9156,431,90,view,2026-01-23 00:00:34,2.1234,,,-1
9157,431,111,view,2026-02-02 00:00:44,2.5477,,,-1
9158,431,262,view,2026-02-05 00:00:57,-1.3805,,,-1
9159,431,164,view,2026-02-16 00:00:03,-0.2763,,,-1
9160,431,256,view,2026-02-27 00:00:20,0.6018,,,-1
9161,431,187,view,2026-03-02 00:00:47,-1.418,,,-1
9162,431,230,view,2026-03-11 00:00:04,-0.2928,,,-1
9163,431,251,view,2026-03-24 00:00:37,-0.0401,,,-1
9164,431,251,click,2026-03-24 00:05:02,-0.0401,,,-1
9165,431,282,view,2026-04-20 00:00:08,-0.4973,,,-1
9166,431,144,view,2026-04-28 00:00:11,0.5554,,,-1
9167,431,144,click,2026-04-28 00:08:27,0.5554,,,-1
9168,431,183,view,2026-05-27 00:00:50,0.2708,,,-1
9169,431,140,view,2026-06-03 00:00:00,-0.6275,,,-1
9170,431,133,view,2026-06-07 00:00:48,0.5779,,,-1
9171,431,216,view,2026-06-28 00:00:30,0.9046,,,-1
9172,432,288,view,2025-10-19 00:00:17,0.9573,,,-1
9173,432,225,view,2025-10-19 00:00:38,0.8244,,,-1
9174,432,212,view,2025-11-02 00:00:23,1.6286,,,-1
9175,432,14,view,2025-11-11 00:00:29,0.236,,,-1
9176,432,118,view,2025-12-19 00:00:58,1.4221,,,-1
9177,432,132,view,2025-12-22 00:00:52,-0.6722,,,-1
9178,432,163,view,2026-01-03 00:00:53,0.9581,,,-1
9179,432,47,view,2026-01-16 00:00:13,-1.0663,,,-1
9180,432,253,view,2026-01-26 00:00:24,0.3567,,,-1
9181,432,155,view,2026-01-28 00:00:07,0.3865,,,-1
9182,432,180,view,2026-01-29 00:00:25,-0.1134,,,-1
9183,432,86,view,2026-01-30 00:00:36,-0.1024,,,-1
9184,432,257,view,2026-02-09 00:00:48,-1.4824,,,-1
9185,432,75,view,2026-02-11 00:00:10,0.6942,,,-1
9186,432,45,view,2026-02-18 00:00:22,0.9054,,,-1
9187,432,299,view,2026-02-19 00:00:39,0.614,,,-1
9188,432,237,view,2026-02-26 00:00:30,0.8553,,,-1
9189,432,171,view,2026-03-06 00:00:39,-1.7082,,,-1
9190,432,252,view,2026-03-28 00:00:37,-0.5194,,,-1
9191,432,252,click,2026-03-28 00:11:04,-0.5194,,,-1
9192,432,159,view,2026-03-29 00:00:16,-1.448,,,-1
9193,432,135,view,2026-03-30 00:00:05,-0.5936,,,-1
9194,432,233,view,2026-04-09 00:00:29,0.4683,,,-1
9195,432,233,click,2026-04-09 00:05:53,0.4683,,,-1
9196,432,251,view,2026-04-28 00:00:24,0.9037,,,-1
9197,432,23,view,2026-06-15 00:00:27,1.0279,,,-1
9198,432,116,view,2026-06-25 00:00:43,-0.818,,,-1
9199,432,190,view,2026-06-27 00:00:11,-1.1879,,,-1
9200,433,48,view,2024-11-04 00:00:20,0.0266,,,-1
9201,433,153,view,2025-03-20 00:00:12,1.6559,,,-1
9202,433,42,view,2025-05-02 00:00:39,0.6245,,,-1
9203,433,94,view,2025-07-10 00:00:37,0.0108,,,-1
9204,433,102,view,2025-07-23 00:00:07,-0.5548,,,-1
9205,433,88,view,2025-07-24 00:00:15,1.4253,,,-1
9206,433,16,view,2025-09-04 00:00:40,-0.8107,,,-1
9207,433,201,view,2025-10-10 00:00:39,0.091,,,-1
9208,433,135,view,2025-12-30 00:00:34,0.9574,,,-1
9209,433,135,click,2025-12-30 00:20:19,0.9574,,,-1
9210,433,297,view,2026-01-12 00:00:11,-0.2166,,,-1
9211,433,33,view,2026-05-08 00:00:51,0.975,,,-1
9212,434,27,view,2025-10-04 00:00:35,0.5965,,,-1
9213,434,162,view,2025-10-15 00:00:24,0.9017,,,-1
9214,434,152,view,2025-11-01 00:00:51,-0.2029,,,-1
9215,434,241,view,2025-11-16 00:00:54,0.9452,,,-1
9216,434,83,view,2025-12-03 00:00:23,-0.7327,,,-1
9217,434,78,view,2025-12-14 00:00:59,-2.8618,,,-1
9218,434,66,view,2025-12-17 00:00:58,-0.3608,,,-1
9219,434,102,view,2026-01-13 00:00:22,1.6491,,,-1
9220,434,139,view,2026-01-15 00:00:25,0.3593,,,-1
9221,434,139,click,2026-01-15 00:18:13,0.3593,,,-1
9222,434,12,view,2026-01-19 00:00:40,0.9118,,,-1
9223,434,249,view,2026-02-03 00:00:31,2.0223,,,-1
9224,434,214,view,2026-02-28 00:00:03,0.6591,,,-1
9225,434,26,view,2026-03-04 00:00:42,-1.077,,,-1
9226,434,239,view,2026-04-14 00:00:33,-0.5405,,,-1
9227,434,251,view,2026-05-12 00:00:57,0.8473,,,-1
9228,434,16,view,2026-05-14 00:00:23,3.2089,,,-1
9229,434,264,view,2026-05-20 00:00:47,-0.6888,,,-1
9230,434,34,view,2026-06-23 00:00:52,1.2676,,,-1
9231,435,290,view,2026-02-16 00:00:20,1.3819,,,-1
9232,435,85,view,2026-02-23 00:00:13,0.4583,,,-1
9233,435,299,view,2026-03-07 00:00:56,0.9416,,,-1
9234,435,140,view,2026-03-11 00:00:31,-0.1931,,,-1
9235,435,3,view,2026-03-17 00:00:30,1.154,,,-1
9236,435,104,view,2026-03-17 00:00:57,-0.7892,,,-1
9237,435,200,view,2026-03-22 00:00:00,0.3601,,,-1
9238,435,111,view,2026-03-25 00:00:59,1.373,,,-1
9239,435,50,view,2026-04-03 00:00:45,0.311,,,-1
9240,435,82,view,2026-04-05 00:00:07,0.6416,,,-1
9241,435,114,view,2026-04-06 00:00:09,0.4453,,,-1
9242,435,146,view,2026-04-13 00:00:24,-0.4847,,,-1
9243,435,220,view,2026-04-15 00:00:39,0.9897,,,-1
9244,435,230,view,2026-05-06 00:00:12,0.1307,,,-1
9245,435,249,view,2026-05-14 00:00:29,-0.8833,,,-1
9246,435,40,view,2026-06-02 00:00:57,-0.0033,,,-1
9247,435,207,view,2026-06-04 00:00:04,0.6668,,,-1
9248,435,99,view,2026-06-07 00:00:21,0.454,,,-1
9249,435,83,view,2026-06-08 00:00:09,1.5325,,,-1
9250,435,22,view,2026-06-14 00:00:35,-0.6801,,,-1
9251,435,170,view,2026-06-26 00:00:51,0.9304,,,-1
9252,435,194,view,2026-06-30 00:00:09,0.198,,,-1
9253,436,171,view,2025-02-10 00:00:11,-0.7844,,,-1
9254,436,52,view,2025-03-02 00:00:49,-0.6736,,,-1
9255,436,128,view,2025-04-25 00:00:33,-1.3293,,,-1
9256,436,201,view,2025-04-30 00:00:10,0.4772,,,-1
9257,436,125,view,2025-05-13 00:00:01,0.858,,,-1
9258,436,102,view,2025-07-14 00:00:47,0.9456,,,-1
9259,436,163,view,2025-07-29 00:00:09,0.7732,,,-1
9260,436,101,view,2025-07-30 00:00:11,0.098,,,-1
9261,436,58,view,2025-09-22 00:00:15,-0.24,,,-1
9262,436,286,view,2025-09-22 00:00:29,-0.2494,,,-1
9263,436,230,view,2025-11-26 00:00:44,-0.4185,,,-1
9264,436,112,view,2025-12-08 00:00:33,1.0481,,,-1
9265,436,141,view,2026-01-03 00:00:48,-0.5177,,,-1
9266,436,248,view,2026-01-05 00:00:46,1.156,,,-1
9267,436,271,view,2026-01-09 00:00:48,0.3381,,,-1
9268,436,69,view,2026-02-02 00:00:11,0.3872,,,-1
9269,436,177,view,2026-03-02 00:00:00,-0.1002,,,-1
9270,436,92,view,2026-03-21 00:00:48,1.869,,,-1
9271,436,109,view,2026-06-23 00:00:46,0.2168,,,-1
9272,437,52,view,2025-09-01 00:00:53,1.9812,,,-1
9273,437,52,click,2025-09-01 00:28:55,1.9812,,,-1
9274,437,30,view,2025-09-19 00:00:28,-0.012,,,-1
9275,437,108,view,2025-10-29 00:00:17,0.1211,,,-1
9276,437,50,view,2026-01-18 00:00:44,0.2499,,,-1
9277,437,28,view,2026-01-26 00:00:58,0.5853,,,-1
9278,437,136,view,2026-02-08 00:00:17,-0.3058,,,-1
9279,437,176,view,2026-03-19 00:00:26,1.422,,,-1
9280,437,245,view,2026-03-24 00:00:24,-0.0693,,,-1
9281,437,144,view,2026-03-25 00:00:57,-0.6483,,,-1
9282,437,81,view,2026-04-28 00:00:27,1.7481,,,-1
9283,437,126,view,2026-05-05 00:00:55,0.2405,,,-1
9284,437,55,view,2026-06-22 00:00:14,0.1335,,,-1
9285,437,201,view,2026-06-29 00:00:26,0.4587,,,-1
9286,438,275,view,2026-07-06 00:00:17,0.8944,,,-1
9287,438,123,view,2026-07-06 00:00:18,-1.2484,,,-1
9288,438,102,view,2026-07-06 00:00:19,-0.8068,,,-1
9289,438,222,view,2026-07-06 00:00:24,1.3639,,,-1
9290,438,253,view,2026-07-06 00:00:27,-0.2374,,,-1
9291,438,221,view,2026-07-06 00:00:34,1.5388,,,-1
9292,438,121,view,2026-07-06 00:00:34,0.006,,,-1
9293,438,244,view,2026-07-06 00:00:35,1.36,,,-1
9294,438,22,view,2026-07-06 00:00:44,-1.0661,,,-1
9295,438,116,view,2026-07-06 00:00:44,-1.4518,,,-1
9296,438,124,view,2026-07-06 00:00:51,-0.5641,,,-1
9297,438,16,view,2026-07-06 00:00:53,-0.32,,,-1
9298,438,175,view,2026-07-06 00:00:59,-0.9464,,,-1
9299,438,222,cart,2026-07-06 00:08:35,1.3639,,,-1
9300,438,222,click,2026-07-06 00:26:52,1.3639,,,-1
9301,438,244,click,2026-07-06 00:29:34,1.36,,,-1
9302,439,245,view,2025-06-05 00:00:25,0.1213,,,-1
9303,439,282,view,2025-07-08 00:00:25,0.8505,,,-1
9304,439,156,view,2025-07-13 00:00:50,0.5381,,,-1
9305,439,162,view,2025-08-09 00:00:43,-0.9881,,,-1
9306,439,11,view,2025-08-14 00:00:32,-1.3618,,,-1
9307,439,257,view,2025-08-24 00:00:40,-0.2203,,,-1
9308,439,299,view,2025-09-05 00:00:57,1.6528,,,-1
9309,439,271,view,2025-09-18 00:00:15,0.2938,,,-1
9310,439,28,view,2025-10-04 00:00:35,-0.3381,,,-1
9311,439,151,view,2025-10-12 00:00:02,0.2197,,,-1
9312,439,153,view,2025-11-04 00:00:35,1.2233,,,-1
9313,439,112,view,2026-01-08 00:00:59,1.6306,,,-1
9314,439,121,view,2026-01-23 00:00:02,1.763,,,-1
9315,439,7,view,2026-02-23 00:00:56,1.0656,,,-1
9316,439,182,view,2026-03-01 00:00:17,0.18,,,-1
9317,439,160,view,2026-04-01 00:00:07,-0.7294,,,-1
9318,439,288,view,2026-04-06 00:00:26,-0.3113,,,-1
9319,439,26,view,2026-04-07 00:00:32,1.0875,,,-1
9320,439,39,view,2026-04-08 00:00:25,0.242,,,-1
9321,439,67,view,2026-05-10 00:00:59,2.199,,,-1
9322,439,225,view,2026-05-26 00:00:12,1.7292,,,-1
9323,439,225,click,2026-05-26 00:17:49,1.7292,,,-1
9324,439,5,view,2026-06-21 00:00:41,1.0085,,,-1
9325,439,75,view,2026-06-26 00:00:23,0.1357,,,-1
9326,439,68,view,2026-06-28 00:00:56,0.4915,,,-1
9327,440,54,view,2025-08-19 00:00:32,2.1727,,,-1
9328,440,247,view,2025-08-26 00:00:30,0.3361,,,-1
9329,440,101,view,2025-09-10 00:00:07,0.3832,,,-1
9330,440,280,view,2025-09-10 00:00:39,0.2477,,,-1
9331,440,242,view,2025-09-16 00:00:39,1.0308,,,-1
9332,440,115,view,2025-09-18 00:00:14,-0.6258,,,-1
9333,440,249,view,2025-09-28 00:00:56,-0.5601,,,-1
9334,440,283,view,2025-10-23 00:00:04,0.2746,,,-1
9335,440,131,view,2025-10-23 00:00:28,0.0893,,,-1
9336,440,131,click,2025-10-23 00:19:00,0.0893,,,-1
9337,440,162,view,2025-11-07 00:00:52,0.3767,,,-1
9338,440,239,view,2025-11-08 00:00:54,0.5535,,,-1
9339,440,195,view,2025-12-03 00:00:23,-1.0534,,,-1
9340,440,275,view,2025-12-07 00:00:01,-1.2966,,,-1
9341,440,91,view,2025-12-18 00:00:56,1.4351,,,-1
9342,440,4,view,2025-12-22 00:00:12,-0.2823,,,-1
9343,440,98,view,2025-12-27 00:00:11,0.9921,,,-1
9344,440,187,view,2026-01-14 00:00:13,-1.4294,,,-1
9345,440,227,view,2026-02-01 00:00:16,0.6205,,,-1
9346,440,227,click,2026-02-01 00:19:10,0.6205,,,-1
9347,440,299,view,2026-02-14 00:00:51,2.2182,,,-1
9348,440,299,click,2026-02-14 00:05:06,2.2182,,,-1
9349,440,299,cart,2026-02-14 00:46:49,2.2182,,,-1
9350,440,236,view,2026-02-16 00:00:04,0.6664,,,-1
9351,440,154,view,2026-02-16 00:00:09,1.5161,,,-1
9352,440,154,click,2026-02-16 00:27:17,1.5161,,,-1
9353,440,154,cart,2026-02-16 01:33:26,1.5161,,,-1
9354,440,216,view,2026-02-22 00:00:44,-1.1754,,,-1
9355,440,177,view,2026-02-28 00:00:16,0.3005,,,-1
9356,440,107,view,2026-03-08 00:00:32,0.1445,,,-1
9357,440,11,view,2026-03-28 00:00:30,0.9239,,,-1
9358,440,221,view,2026-05-05 00:00:39,1.0136,,,-1
9359,440,148,view,2026-05-05 00:00:48,-0.8604,,,-1
9360,440,158,view,2026-05-13 00:00:35,0.4407,,,-1
9361,440,258,view,2026-05-21 00:00:18,-1.9103,,,-1
9362,441,31,view,2025-06-25 00:00:25,0.2549,,,-1
9363,441,223,view,2025-09-26 00:00:28,2.9027,,,-1
9364,441,201,view,2025-09-29 00:00:57,1.4232,,,-1
9365,441,211,view,2025-10-21 00:00:02,-2.1233,,,-1
9366,441,171,view,2025-11-01 00:00:22,-0.956,,,-1
9367,441,39,view,2025-11-12 00:00:27,-0.4151,,,-1
9368,441,27,view,2025-12-16 00:00:01,0.7451,,,-1
9369,441,251,view,2026-01-21 00:00:13,1.2311,,,-1
9370,441,80,view,2026-03-13 00:00:23,-0.6311,,,-1
9371,441,241,view,2026-05-11 00:00:48,-1.2581,,,-1
9372,441,85,view,2026-06-13 00:00:08,1.5187,,,-1
9373,441,258,view,2026-06-14 00:00:10,1.422,,,-1
9374,441,258,click,2026-06-14 00:25:30,1.422,,,-1
9375,441,258,cart,2026-06-14 01:42:14,1.422,,,-1
9376,441,112,view,2026-06-17 00:00:27,0.1394,,,-1
9377,441,214,view,2026-06-22 00:00:00,0.7808,,,-1
9378,441,140,view,2026-06-26 00:00:15,0.8174,,,-1
9379,442,7,view,2026-04-05 00:00:23,-0.2026,,,-1
9380,442,260,view,2026-04-11 00:00:12,-2.3784,,,-1
9381,442,48,view,2026-04-15 00:00:12,1.2762,,,-1
9382,442,48,click,2026-04-15 00:20:32,1.2762,,,-1
9383,442,78,view,2026-04-19 00:00:04,3.3034,,,-1
9384,442,279,view,2026-04-20 00:00:22,-0.7081,,,-1
9385,442,114,view,2026-04-25 00:00:26,1.0365,,,-1
9386,442,90,view,2026-05-12 00:00:59,2.5591,,,-1
9387,442,90,click,2026-05-12 00:13:12,2.5591,,,-1
9388,442,90,cart,2026-05-12 01:12:05,2.5591,,,-1
9389,442,90,purchase,2026-05-12 15:00:16,2.5591,0.8873,2026-06-13,-1
9390,442,100,view,2026-05-22 00:00:49,0.7684,,,9
9391,442,99,view,2026-05-23 00:00:36,1.7773,,,10
9392,442,149,view,2026-05-26 00:00:32,1.8075,,,13
9393,442,53,view,2026-05-29 00:00:22,-0.6635,,,16
9394,442,224,view,2026-06-02 00:00:15,-2.4729,,,20
9395,442,57,view,2026-06-16 00:00:06,0.483,,,34
9396,442,236,view,2026-06-16 00:00:43,1.1053,,,34
9397,442,107,view,2026-06-22 00:00:02,1.8532,,,40
9398,442,61,view,2026-06-27 00:00:57,1.4043,,,45
9399,442,61,click,2026-06-27 00:27:32,1.4043,,,45
9400,442,189,view,2026-06-30 00:00:27,-0.6626,,,48
9401,443,22,view,2025-09-07 00:00:36,0.9093,,,-1
9402,443,199,view,2025-09-14 00:00:07,-1.0002,,,-1
9403,443,227,view,2025-10-04 00:00:12,-0.4981,,,-1
9404,443,106,view,2025-10-07 00:00:43,0.4107,,,-1
9405,443,262,view,2025-10-08 00:00:41,5.0489,,,-1
9406,443,262,click,2025-10-08 00:22:16,5.0489,,,-1
9407,443,262,cart,2025-10-08 00:59:00,5.0489,,,-1
