user_id,skin_type,primary_concern,secondary_concern,signup_date
1937,dry,aging,pigmentation,2026-01-25
1938,combination,dullness,pigmentation,2026-05-29
1939,normal,dullness,acne,2026-05-15
1940,dry,dehydration,pigmentation,2025-04-12
1941,oily,pigmentation,aging,2025-07-03
1942,dry,aging,sensitivity,2025-12-01
1943,normal,aging,dehydration,2026-02-02
1944,oily,acne,sensitivity,2025-02-13
1945,dry,dehydration,aging,2026-05-05
1946,oily,dullness,aging,2025-02-09
1947,oily,aging,pigmentation,2024-09-13
1948,normal,sensitivity,aging,2025-08-08
1949,oily,pigmentation,dehydration,2025-07-10
1950,dry,sensitivity,dullness,2025-06-09
1951,normal,dehydration,pigmentation,2026-04-28
1952,sensitive,pigmentation,dullness,2025-04-04
1953,oily,dehydration,aging,2025-10-13
1954,combination,dehydration,pigmentation,2025-07-29
1955,normal,aging,pigmentation,2026-06-20
1956,combination,aging,dehydration,2024-10-03
1957,combination,sensitivity,aging,2025-11-05
1958,combination,acne,dullness,2026-05-12
1959,sensitive,acne,sensitivity,2024-12-12
1960,oily,dullness,acne,2024-07-20
1961,normal,sensitivity,acne,2025-06-21
1962,normal,dullness,sensitivity,2026-06-12
1963,oily,acne,sensitivity,2024-07-12
1964,normal,dullness,sensitivity,2026-02-04
1965,normal,pigmentation,dullness,2026-01-12
1966,sensitive,dehydration,sensitivity,2025-02-04
1967,dry,dullness,pigmentation,2025-11-06
1968,combination,aging,dullness,2026-05-05
1969,normal,dullness,sensitivity,2025-02-22
1970,oily,dehydration,aging,2025-12-27
1971,normal,dehydration,dullness,2024-10-15
1972,normal,aging,dehydration,2026-03-16
1973,sensitive,dullness,sensitivity,2024-09-12
1974,dry,acne,pigmentation,2025-01-24
1975,combination,aging,sensitivity,2026-01-12
1976,oily,aging,pigmentation,2025-05-09
1977,normal,dullness,sensitivity,2024-08-20
1978,dry,sensitivity,pigmentation,2026-05-20
1979,oily,sensitivity,pigmentation,2024-11-14
1980,sensitive,aging,pigmentation,2025-08-04
1981,sensitive,dullness,acne,2024-08-12
1982,sensitive,acne,dehydration,2026-02-04
1983,oily,aging,acne,2025-01-27
1984,sensitive,dehydration,aging,2024-07-29
1985,sensitive,dehydration,pigmentation,2025-10-28
1986,sensitive,sensitivity,aging,2026-04-19
1987,normal,aging,sensitivity,2025-09-23
1988,dry,sensitivity,acne,2025-04-25
1989,dry,sensitivity,aging,2025-04-02
1990,normal,dullness,aging,2025-07-19
1991,combination,acne,pigmentation,2024-08-24
1992,combination,aging,pigmentation,2025-05-10
1993,dry,dehydration,pigmentation,2025-03-25
1994,sensitive,dullness,sensitivity,2024-08-06
1995,sensitive,sensitivity,acne,2024-08-19
1996,oily,dehydration,aging,2025-10-30
1997,combination,acne,pigmentation,2025-12-09
1998,normal,sensitivity,aging,2025-01-05
1999,dry,aging,dullness,2025-06-18
2000,dry,dehydration,dullness,2025-08-13
2001,normal,dullness,dehydration,2025-02-11
2002,oily,aging,pigmentation,2025-03-10
2003,dry,acne,dullness,2024-09-07
2004,combination,acne,pigmentation,2025-10-12
2005,sensitive,dullness,pigmentation,2025-01-01
2006,oily,dullness,aging,2026-01-21
2007,combination,dullness,sensitivity,2024-08-21
2008,oily,acne,sensitivity,2026-05-06
2009,sensitive,dullness,pigmentation,2025-01-04
2010,sensitive,acne,dehydration,2026-04-23
2011,combination,acne,aging,2024-10-01
2012,dry,aging,dullness,2024-08-04
2013,oily,dullness,acne,2024-11-16
2014,normal,dullness,aging,2024-12-07
2015,sensitive,sensitivity,aging,2025-07-22
2016,dry,sensitivity,dullness,2026-01-08
2017,combination,aging,acne,2024-07-16
2018,sensitive,dehydration,acne,2025-06-15
2019,sensitive,acne,pigmentation,2024-11-17
2020,combination,sensitivity,dehydration,2025-01-30
2021,dry,aging,acne,2025-02-09
2022,sensitive,dehydration,pigmentation,2025-10-22
2023,sensitive,sensitivity,aging,2025-08-28
2024,combination,dehydration,dullness,2025-08-19
2025,oily,sensitivity,dullness,2025-04-22
2026,combination,acne,dehydration,2025-01-27
2027,sensitive,pigmentation,sensitivity,2026-02-11
2028,normal,dullness,sensitivity,2026-01-21
2029,combination,dullness,pigmentation,2026-06-01
2030,dry,acne,sensitivity,2025-06-17
2031,combination,dehydration,acne,2025-03-05
2032,oily,acne,dullness,2026-02-03
2033,oily,sensitivity,dullness,2025-02-01
2034,sensitive,acne,dullness,2026-07-04
2035,normal,aging,pigmentation,2024-10-11
2036,normal,dehydration,pigmentation,2025-02-17
2037,combination,dullness,sensitivity,2025-02-22
2038,oily,dehydration,sensitivity,2025-02-04
2039,normal,dehydration,dullness,2025-10-17
2040,combination,sensitivity,dullness,2024-07-09
2041,dry,aging,sensitivity,2025-01-07
2042,normal,sensitivity,aging,2026-02-24
2043,sensitive,dullness,acne,2024-08-31
2044,sensitive,sensitivity,dehydration,2025-01-12
2045,dry,dehydration,aging,2025-11-21
2046,normal,acne,sensitivity,2024-08-13
2047,combination,dullness,aging,2026-01-06
2048,combination,sensitivity,dullness,2025-03-22
2049,sensitive,acne,dullness,2025-03-04
2050,sensitive,sensitivity,pigmentation,2024-08-01
2051,oily,acne,dehydration,2025-05-16
2052,dry,sensitivity,dullness,2024-07-10
2053,dry,dehydration,pigmentation,2025-12-11
2054,normal,acne,pigmentation,2024-11-28
2055,sensitive,dehydration,dullness,2026-01-08
2056,dry,acne,sensitivity,2024-07-06
2057,sensitive,dullness,sensitivity,2024-12-25
2058,sensitive,sensitivity,aging,2025-04-05
2059,dry,pigmentation,aging,2026-05-19
2060,combination,pigmentation,acne,2025-07-08
2061,normal,aging,dehydration,2026-03-23
2062,combination,aging,dehydration,2024-09-04
2063,oily,acne,dullness,2025-10-02
2064,sensitive,aging,dehydration,2024-11-06
2065,combination,pigmentation,sensitivity,2024-09-12
2066,combination,acne,sensitivity,2026-04-17
2067,sensitive,pigmentation,acne,2024-12-28
2068,normal,acne,dullness,2025-11-27
2069,dry,sensitivity,acne,2026-04-18
2070,combination,sensitivity,dehydration,2025-12-28
2071,oily,aging,dehydration,2025-05-30
2072,sensitive,sensitivity,dehydration,2024-10-19
2073,combination,aging,dehydration,2025-02-16
2074,dry,sensitivity,aging,2026-01-17
2075,sensitive,pigmentation,dehydration,2025-12-02
2076,combination,pigmentation,dehydration,2025-11-26
2077,combination,dehydration,sensitivity,2025-01-14
2078,combination,pigmentation,dehydration,2025-06-22
2079,dry,dehydration,pigmentation,2026-06-19
2080,oily,aging,pigmentation,2026-05-12
2081,normal,aging,sensitivity,2026-05-12
2082,oily,aging,pigmentation,2024-08-03
2083,dry,dehydration,acne,2025-07-03
2084,sensitive,acne,aging,2025-07-13
2085,oily,dehydration,sensitivity,2024-12-27
2086,sensitive,dehydration,aging,2026-02-17
2087,sensitive,dehydration,sensitivity,2026-06-13
2088,sensitive,sensitivity,pigmentation,2025-12-21
2089,dry,dehydration,dullness,2026-02-04
2090,oily,dullness,pigmentation,2024-11-30
2091,normal,aging,sensitivity,2024-11-15
2092,dry,aging,pigmentation,2025-03-30
2093,normal,dehydration,aging,2024-09-09
2094,oily,aging,pigmentation,2025-08-01
2095,oily,dullness,pigmentation,2026-01-12
2096,sensitive,acne,dullness,2025-11-06
2097,normal,pigmentation,aging,2026-03-25
2098,normal,pigmentation,dullness,2024-09-16
2099,sensitive,aging,acne,2025-04-21
2100,dry,dullness,sensitivity,2024-12-19
2101,normal,dehydration,aging,2025-12-13
2102,sensitive,aging,dullness,2025-01-28
2103,oily,acne,pigmentation,2025-11-07
2104,oily,dullness,sensitivity,2025-08-14
2105,normal,acne,aging,2025-03-17
2106,dry,sensitivity,dehydration,2024-07-19
2107,sensitive,dehydration,acne,2025-05-24
2108,oily,pigmentation,dehydration,2025-02-02
2109,dry,pigmentation,dehydration,2025-04-28
2110,dry,acne,aging,2025-08-31
2111,dry,aging,pigmentation,2024-08-24
2112,sensitive,acne,dehydration,2024-08-03
2113,normal,sensitivity,acne,2025-11-22
2114,normal,acne,aging,2024-09-20
2115,sensitive,dullness,dehydration,2025-08-11
2116,dry,dullness,sensitivity,2025-01-12
2117,normal,pigmentation,sensitivity,2025-06-24
2118,combination,dehydration,dullness,2024-12-23
2119,combination,acne,dullness,2024-10-07
2120,sensitive,sensitivity,acne,2025-08-31
2121,sensitive,dehydration,sensitivity,2025-02-09
2122,normal,dullness,acne,2025-07-01
2123,combination,sensitivity,pigmentation,2024-11-29
2124,sensitive,aging,sensitivity,2026-02-16
2125,sensitive,pigmentation,aging,2025-01-20
2126,dry,acne,aging,2025-04-27
2127,dry,sensitivity,aging,2025-08-11
2128,sensitive,aging,dehydration,2025-10-09
2129,oily,dehydration,acne,2025-02-09
2130,dry,pigmentation,dullness,2025-10-26
2131,sensitive,sensitivity,acne,2026-06-12
2132,normal,sensitivity,pigmentation,2024-08-12
2133,combination,pigmentation,dullness,2025-08-13
2134,dry,aging,pigmentation,2026-03-08
2135,combination,dehydration,dullness,2026-01-23
2136,sensitive,pigmentation,dehydration,2024-11-07
2137,combination,acne,aging,2025-11-06
2138,oily,pigmentation,dehydration,2025-12-13
2139,combination,dullness,pigmentation,2025-07-15
2140,combination,acne,aging,2026-06-16
2141,sensitive,aging,acne,2025-05-23
2142,normal,sensitivity,dehydration,2026-06-07
2143,normal,acne,dullness,2024-11-03
2144,sensitive,acne,pigmentation,2025-08-27
2145,dry,aging,dullness,2026-01-28
2146,combination,acne,sensitivity,2025-08-08
2147,oily,acne,dullness,2026-02-28
2148,normal,pigmentation,dullness,2025-11-14
2149,normal,acne,dehydration,2026-04-02
2150,normal,dehydration,dullness,2025-03-05
2151,dry,acne,dullness,2024-07-23
2152,dry,dullness,sensitivity,2025-07-17
2153,normal,dehydration,dullness,2026-04-25
2154,combination,dullness,dehydration,2026-05-13
2155,sensitive,dullness,aging,2024-11-05
2156,combination,aging,sensitivity,2025-10-25
2157,combination,sensitivity,acne,2025-12-02
2158,sensitive,acne,aging,2026-04-23
2159,normal,acne,dehydration,2025-03-08
2160,dry,sensitivity,dullness,2026-05-22
2161,normal,acne,pigmentation,2024-09-14
2162,dry,pigmentation,sensitivity,2026-02-04
2163,combination,pigmentation,acne,2026-05-17
2164,normal,acne,dehydration,2025-02-09
2165,normal,acne,dehydration,2025-10-21
2166,normal,dullness,dehydration,2025-02-13
2167,dry,dullness,pigmentation,2026-06-07
2168,normal,acne,dehydration,2024-10-15
2169,normal,sensitivity,acne,2025-11-22
2170,normal,acne,aging,2024-12-31
2171,oily,dehydration,dullness,2024-08-22
2172,sensitive,dehydration,dullness,2025-06-10
2173,normal,dullness,dehydration,2025-11-04
2174,sensitive,aging,acne,2025-11-20
2175,dry,acne,dullness,2025-02-20
2176,sensitive,pigmentation,dehydration,2026-07-02
2177,oily,sensitivity,aging,2026-03-21
2178,combination,aging,pigmentation,2025-03-20
2179,sensitive,acne,dullness,2026-06-18
2180,combination,dehydration,pigmentation,2025-12-07
2181,sensitive,dehydration,aging,2025-03-20
2182,dry,acne,dullness,2026-01-05
2183,sensitive,acne,sensitivity,2024-08-25
2184,sensitive,acne,aging,2024-07-24
2185,sensitive,acne,sensitivity,2026-06-12
2186,dry,dullness,pigmentation,2026-03-01
2187,dry,acne,sensitivity,2024-09-11
2188,dry,dullness,sensitivity,2026-06-13
2189,combination,pigmentation,dehydration,2025-07-16
2190,combination,sensitivity,acne,2024-08-11
2191,dry,dehydration,dullness,2025-05-02
2192,combination,aging,pigmentation,2025-11-25
2193,dry,aging,dehydration,2026-07-02
2194,dry,acne,pigmentation,2025-09-22
2195,sensitive,acne,dehydration,2025-06-05
2196,normal,dullness,pigmentation,2026-05-08
2197,dry,acne,dullness,2025-06-15
2198,normal,dullness,dehydration,2025-09-14
2199,combination,aging,pigmentation,2025-11-10
2200,oily,acne,dullness,2024-07-26
2201,dry,dullness,pigmentation,2024-09-21
2202,oily,dullness,aging,2025-02-14
2203,oily,dehydration,pigmentation,2025-05-01
2204,dry,pigmentation,aging,2025-07-25
2205,combination,dullness,aging,2026-05-16
2206,sensitive,sensitivity,dullness,2025-11-24
2207,oily,pigmentation,acne,2026-06-29
2208,normal,sensitivity,dullness,2025-10-12
2209,dry,dehydration,dullness,2025-07-25
2210,oily,aging,pigmentation,2025-04-16
2211,sensitive,sensitivity,pigmentation,2025-10-20
2212,sensitive,sensitivity,acne,2026-01-01
2213,sensitive,pigmentation,aging,2025-02-02
2214,oily,sensitivity,dullness,2026-03-17
2215,oily,acne,aging,2026-04-06
2216,dry,acne,dullness,2025-02-13
2217,combination,acne,dehydration,2025-05-04
2218,normal,aging,sensitivity,2024-10-09
2219,dry,sensitivity,acne,2025-01-12
2220,oily,dullness,sensitivity,2024-09-15
2221,normal,dullness,dehydration,2025-03-08
2222,oily,acne,aging,2024-10-29
2223,oily,dullness,pigmentation,2026-03-05
2224,combination,aging,sensitivity,2025-06-14
2225,combination,aging,acne,2024-08-15
2226,sensitive,pigmentation,aging,2024-12-07
2227,normal,pigmentation,sensitivity,2025-09-15
2228,normal,sensitivity,aging,2024-08-28
2229,dry,dullness,sensitivity,2025-11-20
2230,normal,aging,acne,2026-06-19
2231,sensitive,acne,pigmentation,2024-12-01
2232,oily,dehydration,pigmentation,2025-09-08
2233,normal,aging,sensitivity,2026-06-11
2234,oily,aging,dullness,2026-02-07
2235,combination,dehydration,dullness,2026-05-15
2236,sensitive,acne,aging,2024-07-08
2237,dry,dullness,dehydration,2024-10-25
2238,dry,sensitivity,aging,2024-08-26
2239,combination,aging,pigmentation,2026-02-23
2240,normal,acne,dehydration,2024-11-27
2241,dry,pigmentation,sensitivity,2025-05-20
2242,sensitive,acne,sensitivity,2025-12-02
2243,combination,dullness,dehydration,2025-03-05
2244,oily,aging,sensitivity,2024-08-10
2245,sensitive,acne,aging,2025-08-04
2246,normal,dehydration,aging,2026-06-15
2247,combination,pigmentation,acne,2024-10-29
2248,oily,aging,dullness,2026-02-19
2249,oily,sensitivity,acne,2026-02-23
2250,combination,acne,sensitivity,2025-04-12
2251,combination,pigmentation,dehydration,2024-11-29
2252,combination,pigmentation,dullness,2024-12-04
2253,dry,dullness,dehydration,2024-10-10
2254,combination,pigmentation,dullness,2024-09-29
2255,dry,sensitivity,acne,2026-04-04
2256,sensitive,acne,aging,2025-11-29
2257,sensitive,sensitivity,acne,2025-01-26
2258,sensitive,dullness,dehydration,2025-09-24
2259,oily,acne,sensitivity,2025-01-29
2260,normal,acne,dehydration,2025-08-08
2261,oily,acne,sensitivity,2025-08-11
2262,normal,pigmentation,dullness,2026-06-17
2263,oily,pigmentation,dullness,2025-04-18
2264,combination,dullness,sensitivity,2024-10-13
2265,oily,pigmentation,dehydration,2024-11-15
2266,oily,dehydration,sensitivity,2025-11-01
2267,sensitive,pigmentation,dullness,2025-02-27
2268,sensitive,pigmentation,acne,2026-02-11
2269,oily,pigmentation,dullness,2025-03-30
2270,normal,pigmentation,sensitivity,2025-09-10
2271,dry,sensitivity,pigmentation,2024-08-28
2272,dry,pigmentation,acne,2025-02-02
2273,dry,pigmentation,sensitivity,2026-05-14
2274,combination,sensitivity,dehydration,2024-10-08
2275,oily,dullness,acne,2025-01-23
2276,combination,pigmentation,acne,2026-01-30
2277,dry,sensitivity,pigmentation,2025-12-12
2278,oily,pigmentation,dehydration,2026-03-02
2279,dry,acne,pigmentation,2025-11-22
2280,sensitive,aging,dullness,2024-08-16
2281,sensitive,dehydration,aging,2024-09-15
2282,dry,pigmentation,dullness,2025-05-30
2283,dry,dehydration,sensitivity,2025-10-15
2284,sensitive,acne,aging,2025-10-12
2285,sensitive,dehydration,acne,2024-08-06
2286,normal,acne,dehydration,2026-02-11
2287,normal,aging,dullness,2024-12-30
2288,normal,dullness,dehydration,2024-07-09
2289,normal,pigmentation,sensitivity,2024-10-19
2290,combination,dullness,dehydration,2025-01-27
2291,dry,dehydration,pigmentation,2024-09-17
2292,dry,dullness,pigmentation,2026-01-28
2293,dry,aging,sensitivity,2024-07-17
2294,sensitive,dehydration,sensitivity,2026-05-01
2295,sensitive,dehydration,aging,2026-06-26
2296,normal,pigmentation,aging,2026-02-11
2297,oily,dehydration,acne,2025-04-17
2298,combination,sensitivity,acne,2026-01-06
2299,dry,dehydration,pigmentation,2025-03-30
2300,normal,dehydration,aging,2026-04-16
2301,dry,dehydration,aging,2025-02-12
2302,oily,dehydration,sensitivity,2026-01-20
2303,combination,pigmentation,dullness,2025-06-19
2304,normal,dehydration,sensitivity,2026-04-12
2305,normal,pigmentation,dullness,2024-07-27
2306,oily,aging,dehydration,2025-10-03
2307,dry,sensitivity,dullness,2025-04-20
2308,oily,pigmentation,sensitivity,2025-07-16
2309,dry,sensitivity,dehydration,2025-04-27
2310,combination,aging,dehydration,2025-08-08
2311,dry,pigmentation,aging,2026-05-14
2312,oily,acne,pigmentation,2024-11-07
2313,combination,dullness,aging,2025-03-24
2314,oily,aging,pigmentation,2026-01-02
2315,dry,dullness,sensitivity,2026-05-06
2316,oily,acne,sensitivity,2024-09-26
2317,oily,pigmentation,dehydration,2025-11-05
2318,combination,acne,pigmentation,2024-09-11
2319,normal,pigmentation,dullness,2024-12-24
2320,sensitive,sensitivity,pigmentation,2024-08-04
2321,oily,acne,dehydration,2025-03-11
2322,oily,dehydration,sensitivity,2026-02-24
2323,dry,acne,pigmentation,2026-06-11
2324,sensitive,dullness,pigmentation,2026-01-08
2325,sensitive,sensitivity,pigmentation,2025-08-19
2326,normal,aging,dehydration,2025-04-06
2327,dry,pigmentation,acne,2024-09-20
2328,oily,dullness,aging,2026-03-26
2329,oily,pigmentation,dehydration,2025-03-29
2330,oily,sensitivity,dehydration,2026-05-05
2331,oily,sensitivity,dehydration,2025-07-20
2332,normal,dullness,acne,2026-05-14
2333,dry,dullness,aging,2025-10-06
2334,normal,dullness,dehydration,2025-04-19
2335,combination,dehydration,sensitivity,2025-01-12
2336,combination,aging,pigmentation,2024-11-25
2337,combination,sensitivity,acne,2025-06-18
2338,normal,aging,acne,2025-12-29
2339,oily,acne,dullness,2024-09-07
2340,oily,dehydration,aging,2024-08-23
2341,combination,dullness,pigmentation,2024-07-29
2342,dry,sensitivity,acne,2024-12-05
2343,combination,aging,dehydration,2024-12-15
2344,sensitive,aging,acne,2026-05-11
2345,combination,dullness,aging,2025-05-14
2346,dry,aging,pigmentation,2025-09-12
2347,dry,dehydration,dullness,2025-12-29
2348,sensitive,aging,pigmentation,2026-05-18
2349,dry,dehydration,dullness,2026-02-01
2350,combination,aging,sensitivity,2024-09-05
2351,combination,pigmentation,dullness,2024-09-10
2352,sensitive,sensitivity,aging,2025-01-10
2353,sensitive,dullness,pigmentation,2026-04-23
2354,combination,dehydration,pigmentation,2025-02-20
2355,dry,dullness,aging,2026-04-05
2356,dry,aging,acne,2025-02-22
2357,combination,sensitivity,pigmentation,2026-06-12
2358,dry,aging,pigmentation,2025-12-10
2359,sensitive,sensitivity,dehydration,2026-04-08
2360,dry,aging,sensitivity,2024-08-23
2361,sensitive,acne,pigmentation,2025-05-17
2362,sensitive,acne,aging,2024-08-31
2363,normal,sensitivity,dehydration,2026-06-22
2364,oily,dullness,dehydration,2025-01-12
2365,sensitive,aging,sensitivity,2025-07-21
2366,oily,dehydration,aging,2025-07-29
2367,dry,dullness,sensitivity,2024-10-06
2368,oily,dullness,aging,2026-06-02
2369,oily,dehydration,pigmentation,2024-08-15
2370,oily,pigmentation,aging,2026-06-16
2371,oily,acne,aging,2025-10-14
2372,normal,dehydration,acne,2026-03-28
2373,oily,acne,aging,2025-06-19
2374,dry,dehydration,dullness,2025-04-27
2375,sensitive,acne,aging,2025-03-24
2376,normal,pigmentation,dehydration,2024-11-30
2377,normal,dehydration,pigmentation,2025-01-04
2378,oily,dullness,sensitivity,2024-08-12
2379,normal,dehydration,pigmentation,2025-08-12
2380,sensitive,dullness,sensitivity,2026-02-28
2381,oily,acne,pigmentation,2026-03-15
2382,combination,sensitivity,aging,2025-12-17
2383,normal,pigmentation,dehydration,2025-04-22
2384,dry,acne,pigmentation,2026-05-28
2385,oily,sensitivity,dullness,2024-08-08
2386,normal,pigmentation,sensitivity,2024-07-14
2387,normal,dullness,sensitivity,2026-03-08
2388,normal,aging,sensitivity,2024-12-13
2389,normal,dehydration,acne,2025-04-27
2390,normal,acne,dehydration,2025-07-20
2391,combination,acne,pigmentation,2025-01-15
2392,oily,aging,acne,2025-05-12
2393,sensitive,aging,dullness,2025-11-12
2394,dry,dehydration,sensitivity,2025-05-22
2395,combination,dullness,sensitivity,2026-03-29
2396,sensitive,acne,pigmentation,2026-01-02
2397,normal,sensitivity,aging,2024-07-25
2398,dry,aging,dullness,2026-02-21
2399,dry,sensitivity,pigmentation,2025-04-25
2400,sensitive,sensitivity,acne,2025-12-01
2401,oily,acne,sensitivity,2025-08-01
2402,combination,dullness,pigmentation,2026-01-07
2403,sensitive,aging,dehydration,2025-05-17
2404,combination,aging,dullness,2025-05-25
2405,dry,pigmentation,acne,2025-04-11
2406,normal,dullness,pigmentation,2025-11-23
2407,dry,aging,pigmentation,2025-05-09
2408,sensitive,pigmentation,aging,2025-01-20
2409,combination,pigmentation,dullness,2025-01-26
2410,oily,acne,pigmentation,2025-05-17
2411,combination,sensitivity,aging,2025-11-30
2412,oily,dehydration,sensitivity,2025-06-12
2413,normal,aging,dullness,2025-06-09
2414,sensitive,aging,sensitivity,2024-08-10
2415,dry,acne,sensitivity,2025-10-04
2416,combination,pigmentation,sensitivity,2025-11-13
2417,sensitive,sensitivity,dullness,2025-01-04
2418,dry,acne,sensitivity,2025-03-29
2419,dry,acne,sensitivity,2025-08-28
2420,combination,sensitivity,acne,2026-07-06
2421,dry,dullness,sensitivity,2025-02-06
2422,sensitive,acne,dehydration,2025-01-14
2423,oily,aging,pigmentation,2024-08-25
2424,normal,dehydration,aging,2025-07-04
2425,dry,aging,acne,2025-06-25
2426,combination,aging,dehydration,2026-02-04
2427,oily,dullness,sensitivity,2025-08-04
2428,dry,dullness,dehydration,2026-07-05
2429,sensitive,sensitivity,pigmentation,2025-07-05
2430,dry,pigmentation,aging,2025-02-05
2431,oily,pigmentation,acne,2024-12-09
2432,combination,acne,pigmentation,2025-03-09
2433,oily,dullness,sensitivity,2024-11-25
2434,dry,dullness,aging,2025-03-07
2435,combination,aging,pigmentation,2024-12-13
2436,combination,dehydration,acne,2025-08-21
2437,sensitive,aging,sensitivity,2025-04-22
2438,sensitive,pigmentation,dehydration,2025-03-26
2439,normal,dullness,aging,2025-05-14
2440,oily,aging,acne,2025-05-15
2441,dry,aging,sensitivity,2024-12-12
2442,oily,aging,dehydration,2026-01-13
2443,oily,sensitivity,pigmentation,2025-11-17
2444,dry,pigmentation,sensitivity,2025-06-22
2445,combination,pigmentation,acne,2025-03-22
2446,normal,dullness,dehydration,2025-06-25
2447,sensitive,acne,dehydration,2026-02-11
2448,sensitive,acne,dullness,2024-11-11
2449,sensitive,dullness,dehydration,2025-06-03
2450,oily,dullness,dehydration,2025-08-24
2451,normal,dullness,sensitivity,2024-10-03
2452,normal,acne,aging,2025-08-22
2453,oily,sensitivity,acne,2026-03-10
2454,combination,aging,dehydration,2024-07-17
2455,normal,acne,sensitivity,2025-09-30
2456,combination,pigmentation,sensitivity,2024-09-21
2457,normal,pigmentation,dullness,2025-06-24
2458,normal,aging,acne,2026-01-10
2459,combination,aging,sensitivity,2025-10-04
2460,oily,aging,acne,2024-09-09
2461,dry,aging,dehydration,2024-08-15
2462,dry,sensitivity,acne,2026-03-28
2463,combination,sensitivity,pigmentation,2024-07-15
2464,combination,aging,pigmentation,2024-10-21
2465,combination,sensitivity,aging,2025-03-20
2466,oily,dehydration,sensitivity,2026-02-22
2467,dry,dehydration,dullness,2025-05-04
2468,sensitive,pigmentation,acne,2025-08-29
2469,oily,aging,sensitivity,2026-04-06
2470,dry,aging,acne,2024-07-17
2471,normal,acne,pigmentation,2025-04-21
2472,oily,acne,dullness,2026-04-27
2473,combination,dullness,aging,2025-10-30
2474,dry,aging,sensitivity,2024-10-31
2475,oily,dehydration,sensitivity,2025-08-17
2476,combination,dehydration,aging,2025-07-10
2477,combination,acne,dehydration,2026-03-24
2478,oily,sensitivity,dullness,2026-04-16
2479,oily,aging,acne,2024-07-22
2480,oily,dullness,dehydration,2024-08-09
2481,sensitive,sensitivity,acne,2026-04-28
2482,normal,dullness,pigmentation,2025-05-31
2483,oily,acne,sensitivity,2025-02-24
2484,dry,pigmentation,aging,2024-10-01
2485,dry,aging,sensitivity,2025-05-23
2486,dry,acne,dullness,2024-10-09
2487,dry,pigmentation,dullness,2026-04-09
2488,oily,dehydration,aging,2026-06-26
2489,combination,acne,sensitivity,2025-08-01
2490,dry,pigmentation,acne,2025-12-25
2491,dry,dullness,dehydration,2024-12-31
2492,dry,acne,dullness,2025-11-02
2493,normal,pigmentation,acne,2025-09-12
2494,sensitive,sensitivity,pigmentation,2025-06-11
2495,combination,dullness,aging,2024-08-03
2496,dry,sensitivity,aging,2026-05-15
2497,normal,aging,sensitivity,2025-05-29
2498,normal,dullness,sensitivity,2025-09-25
2499,oily,pigmentation,acne,2026-06-10
2500,normal,aging,sensitivity,2024-11-18
2501,sensitive,pigmentation,dehydration,2024-09-06
2502,oily,dehydration,pigmentation,2026-03-02
2503,sensitive,pigmentation,aging,2024-12-28
2504,oily,pigmentation,sensitivity,2025-02-09
2505,oily,aging,dehydration,2025-02-06
2506,oily,aging,dehydration,2025-08-04
2507,combination,pigmentation,sensitivity,2025-11-14
2508,sensitive,aging,dullness,2026-05-16
2509,combination,pigmentation,sensitivity,2026-06-11
2510,oily,sensitivity,aging,2026-02-27
2511,oily,dullness,pigmentation,2025-06-16
2512,normal,sensitivity,acne,2026-03-25
2513,normal,sensitivity,dullness,2025-02-20
2514,sensitive,dullness,sensitivity,2025-04-09
2515,oily,dehydration,dullness,2025-10-28
2516,normal,acne,aging,2026-05-04
2517,sensitive,sensitivity,acne,2025-06-23
2518,combination,aging,sensitivity,2024-11-12
2519,oily,dehydration,sensitivity,2025-09-22
2520,normal,pigmentation,dullness,2024-11-24
2521,combination,acne,dehydration,2025-12-09
2522,oily,sensitivity,aging,2026-05-09
2523,dry,aging,acne,2025-03-18
2524,combination,acne,sensitivity,2024-09-25
2525,oily,dullness,acne,2024-09-29
2526,dry,acne,dullness,2024-08-04
2527,combination,aging,dullness,2026-04-19
2528,normal,dehydration,acne,2026-06-05
2529,oily,dehydration,aging,2025-05-16
2530,combination,aging,dullness,2024-08-11
2531,normal,aging,dehydration,2024-07-07
2532,normal,sensitivity,acne,2025-12-14
2533,normal,pigmentation,acne,2025-10-05
2534,oily,acne,dullness,2025-03-08
2535,normal,acne,dehydration,2024-09-07
2536,normal,dehydration,aging,2026-03-01
2537,dry,aging,dehydration,2024-07-23
2538,combination,acne,pigmentation,2024-11-16
2539,combination,pigmentation,dullness,2026-05-18
2540,combination,acne,pigmentation,2024-10-29
2541,dry,dehydration,acne,2025-03-24
2542,normal,aging,dehydration,2024-07-21
2543,normal,acne,dehydration,2026-02-03
2544,dry,pigmentation,dullness,2024-07-11
2545,normal,dullness,dehydration,2026-06-02
2546,dry,dullness,aging,2026-05-12
2547,sensitive,dehydration,sensitivity,2025-08-13
2548,combination,acne,aging,2025-03-13
2549,combination,acne,aging,2026-03-06
2550,oily,acne,pigmentation,2025-12-19
2551,sensitive,aging,pigmentation,2025-09-25
2552,dry,dehydration,acne,2026-04-06
2553,dry,dullness,pigmentation,2026-02-28
2554,oily,pigmentation,aging,2026-03-20
2555,normal,dullness,acne,2024-08-08
2556,oily,dullness,dehydration,2024-08-21
2557,sensitive,pigmentation,dullness,2025-04-03
2558,normal,dehydration,pigmentation,2025-02-22
2559,oily,aging,pigmentation,2026-03-28
2560,combination,acne,aging,2026-05-31
2561,combination,aging,acne,2025-10-04
